query	evalue	COG_category	Description	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	PFAMs
CAJ68603.1	1.23E-158	S	hydrolase	ko:K01560	"ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120"	-	R05287	RC00697	"ko00000,ko00001,ko01000"	-	HAD_2
CAJ68604.1	6.59E-124	K	Cupin domain	-	-	-	-	-	-	-	"Cupin_2,HTH_3"
CAJ68605.1	5.36E-272	EG	Na+-H+ antiporter family	ko:K03299	-	-	-	-	"ko00000,ko02000"	2.A.8	GntP_permease
CAJ68606.1	0	T	Bacterial periplasmic substrate-binding proteins	ko:K02030	-	M00236	-	-	"ko00000,ko00002,ko02000"	3.A.1.3	"HATPase_c,HisKA,PAS_9,SBP_bac_3"
CAJ68607.1	2.69e-312	T	"Response regulator with CheY-like receiver, AAA-type ATPase, and DNA-binding domains"	ko:K02481	-	-	-	-	"ko00000,ko02022"	-	"HTH_8,Response_reg,Sigma54_activat"
CAJ68608.1	2.91e-316	C	Glycine/sarcosine/betaine reductase component B subunits	ko:K21583	-	-	-	-	"ko00000,ko01000"	-	Gly_reductase
CAJ68610.1	1.25E-150	KT	LytTr DNA-binding domain	-	-	-	-	-	-	-	"LytTR,Response_reg"
CAJ68611.1	7.35E-307	T	GHKL domain	-	-	-	-	-	-	-	HATPase_c_5
CAJ68613.1	2.77E-45	P	FeoA domain protein	ko:K04758	-	-	-	-	"ko00000,ko02000"	-	FeoA
CAJ68614.1	4.04E-284	P	Catalyzes the sodium-dependent transport of glutamate	ko:K03312	-	-	-	-	"ko00000,ko02000"	2.A.27	Glt_symporter
CAJ68615.1	2.94E-237	F	Adenosine/AMP deaminase	ko:K01488	"ko00230,ko01100,ko05340,map00230,map01100,map05340"	-	"R01560,R02556"	RC00477	"ko00000,ko00001,ko01000"	-	A_deaminase
CAJ68616.1	8.70E-177	S	EcsC protein family	-	-	-	-	-	-	-	EcsC
CAJ68617.1	4.32E-280	E	"2-hydroxyglutaryl-CoA dehydratase, D-component"	-	-	-	-	-	-	-	HGD-D
CAJ68618.1	1.67E-172	I	"FGGY family of carbohydrate kinases, C-terminal domain"	-	-	-	-	-	-	-	BcrAD_BadFG
CAJ68619.1	0	O	Papain family cysteine protease	-	-	-	-	-	-	-	"Big_2,Cu_amine_oxidN1,Peptidase_C1"
CAJ68620.1	2.64E-135	K	"Bacterial regulatory proteins, tetR family"	-	-	-	-	-	-	-	TetR_N
CAJ68621.1	1.07E-199	V	ABC-type multidrug transport system ATPase	"ko:K01990,ko:K16907"	"ko02010,map02010"	"M00224,M00254"	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	3.A.1	ABC_tran
CAJ68622.1	5.26E-139	CP	transmembrane transport	ko:K16906	"ko02010,map02010"	M00224	-	-	"ko00000,ko00001,ko00002,ko02000"	3.A.1	-
CAJ68623.1	1.11E-150	-	-	ko:K16905	"ko02010,map02010"	M00224	-	-	"ko00000,ko00001,ko00002,ko02000"	3.A.1	ABC2_membrane
CAJ68624.1	1.20E-54	K	DNA-binding helix-turn-helix protein	ko:K07729	-	-	-	-	"ko00000,ko03000"	-	"HTH_19,HTH_3"
CAJ68625.1	1.11E-105	J	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions	ko:K01462	-	-	-	-	"ko00000,ko01000"	-	Pep_deformylase
CAJ68626.1	2.24E-115	S	Pyrimidine dimer DNA glycosylase	-	-	-	-	-	-	-	Pyr_excise
CAJ68627.1	3.00E-220	L	Radical SAM domain protein	-	-	-	-	-	-	-	Radical_SAM
CAJ68628.1	7.00E-207	H	Methyltransferase	-	-	-	-	-	-	-	Methyltransf_25
CAJ68630.1	8.89E-169	C	4Fe-4S binding domain	-	-	-	-	-	-	-	"Fer4,Flavodoxin_5"
CAJ68631.1	8.42E-191	S	Phenazine biosynthesis-like protein	ko:K06998	"ko00405,ko01130,ko02024,map00405,map01130,map02024"	M00835	-	-	"ko00000,ko00001,ko00002,ko01000"	-	PhzC-PhzF
CAJ68632.1	2.71E-89	S	Protein of unknown function (DUF2992)	-	-	-	-	-	-	-	DUF2992
CAJ68633.1	3.04E-53	S	Protein of unknown function (DUF1294)	-	-	-	-	-	-	-	DUF1294
CAJ68634.1	5.24E-167	S	B3/4 domain	-	-	-	-	-	-	-	B3_4
CAJ68635.1	3.06E-137	L	NUDIX domain	ko:K01515	"ko00230,map00230"	-	R01054	RC00002	"ko00000,ko00001,ko01000"	-	NUDIX
CAJ68636.1	3.27E-95	S	Domain of unknown function (DUF4624)	-	-	-	-	-	-	-	DUF4624
CAJ68637.1	4.74E-243	G	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	ko:K00134	"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010"	"M00001,M00002,M00003,M00165,M00166,M00308,M00552"	R01061	RC00149	"ko00000,ko00001,ko00002,ko01000,ko04131,ko04147"	-	"Gp_dh_C,Gp_dh_N"
CAJ68638.2	3.05E-260	S	Transporter gate domain protein	-	-	-	-	-	-	-	-
CAJ68639.1	0	I	CoA-substrate-specific enzyme activase	-	-	-	-	-	-	-	"BcrAD_BadFG,DUF2229,HGD-D"
CAJ68640.1	2.10E-114	L	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	"ko:K00567,ko:K13531"	-	-	-	-	"ko00000,ko01000,ko03400"	-	"DNA_binding_1,Methyltransf_1N"
CAJ68641.1	3.06E-86	S	C_GCAxxG_C_C family	-	-	-	-	-	-	-	C_GCAxxG_C_C
CAJ68642.1	1.08E-96	-	-	-	-	-	-	-	-	-	-
CAJ68643.1	0	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	-
CAJ68644.1	1.76E-191	ET	ABC transporter substrate-binding protein	ko:K02030	-	M00236	-	-	"ko00000,ko00002,ko02000"	3.A.1.3	SBP_bac_3
CAJ68645.1	3.55E-132	P	ABC transporter permease	ko:K02029	-	M00236	-	-	"ko00000,ko00002,ko02000"	3.A.1.3	BPD_transp_1
CAJ68646.1	1.23E-151	E	ABC transporter	ko:K02028	-	M00236	-	-	"ko00000,ko00002,ko01000,ko02000"	3.A.1.3	ABC_tran
CAJ68647.1	3.25E-81	P	Belongs to the ArsC family	ko:K00537	-	-	-	-	"ko00000,ko01000"	-	"ArsC,Glutaredoxin"
CAJ68648.1	5.28E-176	S	"Psort location Cytoplasmic, score 8.96"	-	-	-	-	-	-	-	DUF4253
CAJ68649.1	8.38E-190	S	Queuosine biosynthesis protein QueC	ko:K06864	-	-	-	-	ko00000	-	"ATP_bind_3,NAD_synthase,QueC"
CAJ68650.1	1.07E-284	L	Belongs to the methyltransferase superfamily	ko:K07444	-	-	-	-	"ko00000,ko01000"	-	"THUMP,UPF0020"
CAJ68651.1	0	-	-	-	-	-	-	-	-	-	-
CAJ68652.1	6.87E-173	KT	Response regulator receiver domain protein	-	-	-	-	-	-	-	"Response_reg,Trans_reg_C"
CAJ68653.1	0	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	-	-	-	-	-	-	-	"HAMP,HATPase_c,HisKA"
CAJ68654.1	3.83E-175	J	"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs"	ko:K06173	-	-	-	-	"ko00000,ko01000,ko03016"	-	PseudoU_synth_1
CAJ68655.1	1.28E-296	E	Belongs to the argininosuccinate synthase family. Type 1 subfamily	ko:K01940	"ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,ko05418,map00220,map00250,map01100,map01110,map01130,map01230,map05418"	"M00029,M00844,M00845"	R01954	"RC00380,RC00629"	"ko00000,ko00001,ko00002,ko01000,ko04147"	-	Arginosuc_synth
CAJ68656.1	9.09E-262	S	"Butirosin biosynthesis protein H, N-terminal"	-	-	-	-	-	-	-	"BtrH_N,DUF4872"
CAJ68657.1	1.94E-269	K	"transcriptional regulator, MerR"	-	-	-	-	-	-	-	"MerR_1,TipAS"
CAJ68658.1	1.64E-86	S	Domain of unknown function (DUF4363)	-	-	-	-	-	-	-	DUF4363
CAJ68659.1	1.13E-145	S	Protein of unknown function (DUF421)	-	-	-	-	-	-	-	DUF421
CAJ68660.1	1.30E-240	L	Exonuclease	-	-	-	-	-	-	-	RNase_T
CAJ68662.1	1.10E-231	GM	RmlD substrate binding domain	-	-	-	-	-	-	-	Epimerase
CAJ68663.1	3.33E-66	S	Putative redox-active protein (C_GCAxxG_C_C)	-	-	-	-	-	-	-	C_GCAxxG_C_C
CAJ68665.1	1.10E-59	S	Domain of unknown function (DUF1883)	-	-	-	-	-	-	-	DUF1883
CAJ68666.1	4.32E-232	C	Nitrite/Sulfite reductase ferredoxin-like half domain	-	-	-	-	-	-	-	"C_GCAxxG_C_C,Fer4,Fer4_10,NIR_SIR,NIR_SIR_ferr"
CAJ68667.1	0	P	"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"	-	-	-	-	-	-	-	"Fer4,NIR_SIR,NIR_SIR_ferr,Pyr_redox_2,Pyr_redox_dim,Rhodanese"
CAJ68668.1	2.75E-214	K	transcriptional regulator	-	-	-	-	-	-	-	"HTH_1,LysR_substrate"
CAJ68669.1	4.41E-137	T	Stress protein	ko:K05795	-	-	-	-	ko00000	-	TerD
CAJ68670.1	2.03E-135	T	Stress protein	ko:K05795	-	-	-	-	ko00000	-	TerD
CAJ68671.1	4.78E-190	S	Uncharacterized protein conserved in bacteria (DUF2179)	-	-	-	-	-	-	-	"DUF2179,YitT_membrane"
CAJ68672.1	7.90E-214	S	domain protein	-	-	-	-	-	-	-	Lactamase_B
CAJ68673.1	0	M	cell wall organization	"ko:K01448,ko:K20276"	"ko01503,ko02024,map01503,map02024"	M00727	R04112	"RC00064,RC00141"	"ko00000,ko00001,ko00002,ko01000,ko01011,ko03036"	-	CW_binding_2
CAJ68674.1	9.36E-229	K	helix_turn _helix lactose operon repressor	"ko:K02529,ko:K03484"	-	-	-	-	"ko00000,ko03000"	-	"LacI,Peripla_BP_1,Peripla_BP_3"
CAJ68675.1	0	G	Glycosyl hydrolases family 32	ko:K01193	"ko00052,ko00500,ko01100,map00052,map00500,map01100"	-	"R00801,R00802,R02410,R03635,R03921,R06088"	"RC00028,RC00077"	"ko00000,ko00001,ko01000"	-	"Glyco_hydro_32C,Glyco_hydro_32N"
CAJ68676.1	1.39E-232	G	pfkB family carbohydrate kinase	ko:K00847	"ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100"	-	"R00760,R00867,R03920"	"RC00002,RC00017"	"ko00000,ko00001,ko01000"	-	PfkB
CAJ68677.1	6.51E-156	S	NADPH-dependent FMN reductase	-	-	-	-	-	-	-	FMN_red
CAJ68678.1	9.30E-292	E	"Pyridoxal-dependent decarboxylase, C-terminal sheet domain"	ko:K01586	"ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230"	"M00016,M00525,M00526,M00527"	R00451	RC00299	"ko00000,ko00001,ko00002,ko01000"	-	"Orn_Arg_deC_N,Orn_DAP_Arg_deC"
CAJ68680.1	1.20E-83	K	Penicillinase repressor	-	-	-	-	-	-	-	Penicillinase_R
CAJ68683.1	2.33E-98	FJ	Protein conserved in bacteria	-	-	-	-	-	-	-	DUF1653
CAJ68684.1	2.42E-153	G	phosphoglycerate mutase	"ko:K02226,ko:K22305"	"ko00260,ko00680,ko00860,ko01100,ko01120,ko01130,map00260,map00680,map00860,map01100,map01120,map01130"	M00122	"R00582,R04594,R11173"	RC00017	"ko00000,ko00001,ko00002,ko01000"	-	His_Phos_1
CAJ68685.1	4.13E-277	S	HI0933-like protein	ko:K07007	-	-	-	-	ko00000	-	HI0933_like
CAJ68686.1	1.10E-146	F	Belongs to the cytidylate kinase family. Type 1 subfamily	ko:K00945	"ko00240,ko01100,map00240,map01100"	M00052	"R00158,R00512,R01665"	RC00002	"ko00000,ko00001,ko00002,ko01000"	-	Cytidylate_kin
CAJ68687.1	2.16E-135	I	1-acyl-sn-glycerol-3-phosphate acyltransferase	ko:K00655	"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110"	M00089	"R02241,R09381"	"RC00004,RC00037,RC00039"	"ko00000,ko00001,ko00002,ko01000,ko01004"	-	Acyltransferase
CAJ68688.1	8.49E-205	IM	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	"ko:K02945,ko:K03527"	"ko00900,ko01100,ko01110,ko01130,ko03010,map00900,map01100,map01110,map01130,map03010"	"M00096,M00178"	"R05884,R08210"	"RC01137,RC01487"	"br01610,ko00000,ko00001,ko00002,ko01000,ko03011"	-	LYTB
CAJ68689.1	3.71E-261	S	"Putative, 10TM heavy-metal exporter"	-	-	-	-	-	-	-	ArsP_2
CAJ68690.3	0	F	Adenine deaminase C-terminal domain	ko:K01486	"ko00230,ko01100,map00230,map01100"	-	R01244	RC00477	"ko00000,ko00001,ko01000"	-	"Adenine_deam_C,Amidohydro_1"
CAJ68691.1	7.00E-268	L	Helix-turn-helix domain	ko:K07496	-	-	-	-	ko00000	-	"HTH_OrfB_IS605,OrfB_IS605,OrfB_Zn_ribbon"
CAJ68692.1	7.20E-108	O	"Antioxidant, AhpC TSA family"	ko:K03564	-	-	-	-	"ko00000,ko01000"	-	AhpC-TSA
CAJ68693.1	1.82E-174	S	Belongs to the UPF0246 family	ko:K09861	-	-	-	-	ko00000	-	H2O2_YaaD
CAJ68694.1	0	P	"ATPase, P-type (transporting), HAD superfamily, subfamily IC"	ko:K01537	-	-	-	-	"ko00000,ko01000"	3.A.3.2	"Cation_ATPase,Cation_ATPase_C,Cation_ATPase_N,E1-E2_ATPase,Hydrolase,Hydrolase_3"
CAJ68695.1	0.00E+00	E	O-acetylhomoserine	ko:K01740	"ko00270,ko01100,map00270,map01100"	-	"R01287,R04859"	"RC00020,RC02821,RC02848"	"ko00000,ko00001,ko01000"	-	Cys_Met_Meta_PP
CAJ68696.1	6.04E-218	E	"Transfers an acetyl group from acetyl-CoA to L- homoserine, forming acetyl-L-homoserine"	ko:K00651	"ko00270,ko00920,ko01100,ko01110,ko01230,map00270,map00920,map01100,map01110,map01230"	M00017	R01777	"RC00004,RC00041"	"ko00000,ko00001,ko00002,ko01000"	-	"AA_kinase,HTS"
CAJ68697.1	1.72E-98	K	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	-	-	"MarR,MarR_2"
CAJ68698.1	0	O	"Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins"	ko:K03798	-	M00742	-	-	"ko00000,ko00002,ko01000,ko01002,ko03110"	-	"AAA,FtsH_ext,Peptidase_M41"
CAJ68699.1	0	T	ATPase histidine kinase DNA gyrase B HSP90 domain protein	ko:K07646	"ko02020,map02020"	M00454	-	-	"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022"	-	"DUF4118,HATPase_c,HisKA,KdpD,Usp"
CAJ68700.1	3.38E-158	KT	COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain	ko:K07667	"ko02020,ko02024,map02020,map02024"	M00454	-	-	"ko00000,ko00001,ko00002,ko02022"	-	"Response_reg,Trans_reg_C"
CAJ68701.2	3.79E-223	P	CorA-like Mg2+ transporter protein	ko:K03284	-	-	-	-	"ko00000,ko02000"	"1.A.35.1,1.A.35.3"	CorA
CAJ68703.1	1.15E-238	E	"Psort location Cytoplasmic, score"	ko:K03856	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00022	R01826	RC00435	"ko00000,ko00001,ko00002,ko01000"	-	DAHP_synth_1
CAJ68704.1	2.59E-255	E	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	ko:K01735	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00022	R03083	RC00847	"ko00000,ko00001,ko00002,ko01000"	-	DHQ_synthase
CAJ68705.1	1.29e-313	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	ko:K00800	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00022	R03460	RC00350	"ko00000,ko00001,ko00002,ko01000"	-	EPSP_synthase
CAJ68706.1	9.13E-263	E	"Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system"	ko:K01736	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00022	R01714	RC00586	"ko00000,ko00001,ko00002,ko01000"	-	Chorismate_synt
CAJ68707.1	6.46E-285	E	Prephenate dehydratase	"ko:K04518,ko:K14170"	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	"M00024,M00025"	"R00691,R01373,R01715"	"RC00360,RC03116"	"ko00000,ko00001,ko00002,ko01000"	-	"ACT,CM_2,PDT"
CAJ68708.1	1.45E-191	E	"Involved in the biosynthesis of the chorismate, which leads to the biosynthesis of aromatic amino acids. Catalyzes the reversible NADPH linked reduction of 3-dehydroshikimate (DHSA) to yield shikimate (SA)"	ko:K00014	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00022	R02413	RC00206	"ko00000,ko00001,ko00002,ko01000"	-	"CM_2,SKI,Shikimate_DH,Shikimate_dh_N"
CAJ68709.1	1.63E-122	F	Catalyzes the specific phosphorylation of the 3-hydroxyl group of shikimic acid using ATP as a cosubstrate	ko:K00891	"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230"	M00022	R02412	"RC00002,RC00078"	"ko00000,ko00001,ko00002,ko01000"	-	SKI
CAJ68710.1	1.77E-197	E	Prephenate dehydrogenase	ko:K04517	"ko00400,ko00401,ko01100,ko01110,ko01130,ko01230,map00400,map00401,map01100,map01110,map01130,map01230"	M00025	R01728	RC00125	"ko00000,ko00001,ko00002,ko01000"	-	PDH
CAJ68711.1	0	T	GGDEF domain	-	-	-	-	-	-	-	"EAL,GGDEF,dCache_1"
CAJ68712.1	0	T	Diguanylate cyclase	-	-	-	-	-	-	-	"GGDEF,PAS_3,PAS_9,Response_reg,dCache_1"
CAJ68713.1	2.64E-163	S	DUF218 domain	-	-	-	-	-	-	-	DUF218
CAJ68714.1	4.63E-68	K	Pyridoxamine 5'-phosphate oxidase	-	-	-	-	-	-	-	"Putative_PNPOx,Pyrid_ox_like"
CAJ68715.2	0	M	SdrD B-like domain	-	-	-	-	-	-	-	"DUF11,DUF3794,SdrD_B"
CAJ68717.1	4.03E-49	-	-	-	-	-	-	-	-	-	-
CAJ68718.1	4.71E-124	S	Protein of unknown function (DUF1706)	-	-	-	-	-	-	-	DUF1706
CAJ68719.1	3.62E-246	L	DnaD domain protein	-	-	-	-	-	-	-	DnaB_2
CAJ68720.1	8.53E-99	S	Protein of unknown function (DUF3801)	-	-	-	-	-	-	-	DUF3801
CAJ68721.1	0	U	Type IV secretory system Conjugative DNA transfer	ko:K03205	"ko03070,map03070"	M00333	-	-	"ko00000,ko00001,ko00002,ko02044"	3.A.7	"T4SS-DNA_transf,TraG-D_C"
CAJ68722.1	1.07E-207	K	"Bacterial transcription activator, effector binding domain"	ko:K13653	-	-	-	-	"ko00000,ko03000"	-	"Cass2,GyrI-like,HTH_18"
CAJ68723.1	5.83E-67	L	single-stranded DNA binding	-	-	-	-	-	-	-	-
CAJ68724.1	1.03E-41	S	Maff2 family	-	-	-	-	-	-	-	Maff2
CAJ68725.1	9.01E-195	S	"Psort location CytoplasmicMembrane, score"	-	-	-	-	-	-	-	-
CAJ68726.1	3.74E-53	-	-	-	-	-	-	-	-	-	-
CAJ68727.1	1.23E-78	S	PrgI family protein	-	-	-	-	-	-	-	PrgI
CAJ68728.1	0	U	Domain of unknown function DUF87	-	-	-	-	-	-	-	AAA_10
CAJ68729.1	0	M	NlpC/P60 family	-	-	-	-	-	-	-	NLPC_P60
CAJ68730.1	1.91E-42	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	-
CAJ68731.1	1.59E-258	S	Domain of unknown function (DUF4366)	-	-	-	-	-	-	-	DUF4366
CAJ68732.1	0	L	"Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone"	ko:K03169	-	-	-	-	"ko00000,ko01000,ko03032"	-	"Topoisom_bac,Toprim,Toprim_Crpt"
CAJ68733.1	5.43E-35	K	SpoVT / AbrB like domain	-	-	-	-	-	-	-	MazE_antitoxin
CAJ68734.1	5.81E-249	S	Protein of unknown function (DUF1016)	-	-	-	-	-	-	-	DUF1016
CAJ68735.1	1.99E-193	H	Leucine carboxyl methyltransferase	-	-	-	-	-	-	-	LCM
CAJ68736.2	0	L	helicase C-terminal domain protein	-	-	-	-	-	-	-	"Helicase_C,ResIII"
CAJ68737.2	1.44E-148	L	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	-
CAJ68738.1	4.71E-47	K	Cro/C1-type HTH DNA-binding domain	-	-	-	-	-	-	-	HTH_26
CAJ68739.1	0	L	AAA ATPase domain	-	-	-	-	-	-	-	"AAA_15,AAA_21"
CAJ68740.1	9.10E-261	L	AAA domain	ko:K03657	"ko03420,ko03430,map03420,map03430"	-	-	-	"ko00000,ko00001,ko01000,ko03400"	-	"AAA_19,UvrD-helicase"
CAJ68741.1	2.83E-109	S	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	-
CAJ68742.1	7.99E-184	-	-	-	-	-	-	-	-	-	-
CAJ68743.1	0	L	Relaxase/Mobilisation nuclease domain	-	-	-	-	-	-	-	Relaxase
CAJ68744.1	7.50E-76	S	Bacterial mobilisation protein (MobC)	-	-	-	-	-	-	-	MobC
CAJ68745.1	3.75E-266	CO	Redoxin	-	-	-	-	-	-	-	"AhpC-TSA,Redoxin"
CAJ68746.1	1.58E-27	-	-	-	-	-	-	-	-	-	-
CAJ68747.2	3.60E-210	C	4Fe-4S binding domain protein	-	-	-	-	-	-	-	"Fer4,Fer4_5"
CAJ68748.1	1.89E-277	V	FtsX-like permease family	ko:K02004	-	M00258	-	-	"ko00000,ko00002,ko02000"	3.A.1	FtsX
CAJ68749.1	1.82E-146	V	ABC transporter	ko:K02003	-	M00258	-	-	"ko00000,ko00002,ko02000"	3.A.1	ABC_tran
CAJ68750.1	6.91E-299	V	ABC transporter permease	ko:K02004	-	M00258	-	-	"ko00000,ko00002,ko02000"	3.A.1	FtsX
CAJ68751.1	1.91E-152	K	"Transcriptional regulatory protein, C terminal"	-	-	-	-	-	-	-	"Response_reg,Trans_reg_C"
CAJ68752.1	1.84E-298	T	Histidine kinase	"ko:K10819,ko:K18986"	"ko02020,map02020"	M00719	-	-	"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022"	-	"HATPase_c,HATPase_c_5,HisKA"
CAJ68753.1	7.54E-90	K	"DNA-templated transcription, initiation"	-	-	-	-	-	-	-	-
CAJ68754.1	4.01E-30	-	-	-	-	-	-	-	-	-	-
CAJ68756.1	1.64E-83	G	Mannose-6-phosphate isomerase	-	-	-	-	-	-	-	Cupin_2
CAJ68758.1	0	L	resolvase	-	-	-	-	-	-	-	"DUF4368,Recombinase,Resolvase,Zn_ribbon_recom"
CAJ68759.1	1.16E-209	K	"Bacterial transcription activator, effector binding domain"	ko:K13653	-	-	-	-	"ko00000,ko03000"	-	"Cass2,GyrI-like,HTH_18"
CAJ68761.1	2.01E-209	S	"Carbohydrate esterase, sialic acid-specific acetylesterase"	-	-	-	-	-	-	-	SASA
CAJ68762.1	3.18E-118	K	PFAM Transcriptional regulator	-	-	-	-	-	-	-	PadR
CAJ68763.2	1.64E-119	K	Belongs to the sigma-70 factor family. ECF subfamily	ko:K03088	-	-	-	-	"ko00000,ko03021"	-	"Sigma70_r2,Sigma70_r4_2"
CAJ68764.1	1.32E-170	-	-	-	-	-	-	-	-	-	-
CAJ68765.1	1.07E-207	V	Abc transporter	ko:K01990	-	M00254	-	-	"ko00000,ko00002,ko02000"	3.A.1	ABC_tran
CAJ68766.1	1.26E-285	S	ABC-type transport system involved in multi-copper enzyme maturation permease component	-	-	-	-	-	-	-	"ABC2_membrane_2,ABC2_membrane_3"
CAJ68767.1	1.77E-184	Q	"Psort location Cytoplasmic, score"	-	-	-	-	-	-	-	"Methyltransf_11,Methyltransf_31"
CAJ68768.1	9.28E-113	S	Aminoacyl-tRNA editing domain	ko:K19055	-	-	-	-	"ko00000,ko01000,ko03016"	-	tRNA_edit
CAJ68769.1	7.18E-86	-	-	-	-	-	-	-	-	-	-
CAJ68770.1	1.14E-73	S	YtxH-like protein	-	-	-	-	-	-	-	YtxH
CAJ68771.1	2.13E-57	-	-	-	-	-	-	-	-	-	-
CAJ68772.1	4.19E-106	-	-	-	-	-	-	-	-	-	-
CAJ68773.1	5.24E-186	M	N-acetylmuramoyl-L-alanine amidase	ko:K01448	"ko01503,map01503"	M00727	R04112	"RC00064,RC00141"	"ko00000,ko00001,ko00002,ko01000,ko01011,ko03036"	-	Amidase_3
CAJ68774.1	2.47E-106	F	MafB19-like deaminase	ko:K01493	"ko00240,ko01100,map00240,map01100"	M00429	R01663	RC00074	"ko00000,ko00001,ko00002,ko01000,ko02044"	-	dCMP_cyt_deam_1
CAJ68775.2	6.98E-10	P	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	ko:K02010	"ko02010,map02010"	M00190	-	-	"ko00000,ko00001,ko00002,ko01000,ko02000"	3.A.1.10	"ABC_tran,TOBE_2"
CAJ68776.1	2.43E-111	K	Helix-turn-helix XRE-family like proteins	ko:K07726	-	-	-	-	"ko00000,ko03000"	-	HTH_3
CAJ68778.1	2.91E-121	MU	Signal peptidase (SPase) II	ko:K03101	"ko03060,map03060"	-	-	-	"ko00000,ko00001,ko01000,ko01002"	-	Peptidase_A8
CAJ68779.1	1.42E-176	P	Binding-protein-dependent transport system inner membrane component	ko:K02050	-	M00188	-	-	"ko00000,ko00002,ko02000"	"3.A.1.16,3.A.1.17"	BPD_transp_1
CAJ68781.1	0	L	"Resolvase, N terminal domain"	-	-	-	-	-	-	-	"Recombinase,Resolvase,Zn_ribbon_recom"
CAJ68783.1	7.57E-266	C	Iron-containing alcohol dehydrogenase	-	-	-	-	-	-	-	Fe-ADH
